date,artist,track,genre,duration_seconds,play_count,source
2025-06-07,SZA,Kiss Me More,Hip-Hop,190,432,radio
2025-06-07,Bonobo,No Reason,Electronic,262,76,search
2025-06-07,Yo-Yo Ma,Prelude in G Major,Classical,688,23,playlist
2025-06-07,SZA,Kill Bill,Hip-Hop,246,225,radio
2025-06-08,Led Zeppelin,Stairway to Heaven,Rock,330,354,radio
2025-06-08,Jamie xx,Gosh,Electronic,437,280,playlist
2025-06-08,GoGo Penguin,Raven,Jazz,307,66,liked
2025-06-08,Bonobo,No Reason,Electronic,300,122,album
2025-06-09,The Weeknd,Starboy,Pop,187,216,search
2025-06-09,Phoebe Bridgers,I Know the End,Indie,320,71,search
2025-06-09,ODESZA,A Moment Apart,Electronic,458,343,search
2025-06-10,Drake,Gods Plan,Hip-Hop,250,1352,album
2025-06-10,The Rolling Stones,Sympathy for the Devil,Rock,272,149,radio
2025-06-11,The Rolling Stones,Sympathy for the Devil,Rock,338,83,playlist
2025-06-11,Lang Lang,Ballade No 1,Classical,526,50,radio
2025-06-11,Kendrick Lamar,HUMBLE,Hip-Hop,224,1022,playlist
2025-06-11,HER,Focus,R&B,192,675,search
2025-06-11,J. Cole,Middle Child,Hip-Hop,270,994,album
2025-06-11,Yo-Yo Ma,Cello Suite No 1,Classical,742,78,radio
2025-06-11,HER,Focus,R&B,270,471,album
2025-06-13,Taylor Swift,Shake It Off,Pop,236,963,album
2025-06-14,Olivia Rodrigo,vampire,Pop,206,1522,playlist
2025-06-14,SZA,Good Days,Hip-Hop,223,1397,playlist
2025-06-14,Radiohead,No Surprises,Rock,420,114,playlist
2025-06-15,Nubya Garcia,The Message Continues,Jazz,319,61,search
2025-06-15,Jamie xx,Sleep Sound,Electronic,380,169,album
2025-06-15,SZA,Kill Bill,Hip-Hop,288,571,album
2025-06-15,Yuja Wang,Islamey,Classical,733,37,radio
2025-06-16,Dua Lipa,Dont Start Now,Pop,185,1833,album
2025-06-16,Frank Ocean,Pink + White,R&B,201,523,radio
2025-06-16,Taylor Swift,Cruel Summer,Pop,217,1573,liked
2025-06-17,Foo Fighters,Learn to Fly,Rock,277,300,search
2025-06-17,Bonobo,Bambro Koyo Ganda,Electronic,282,368,radio
2025-06-17,Mac DeMarco,Chamber of Reflection,Indie,256,251,search
2025-06-17,Led Zeppelin,Kashmir,Rock,353,282,playlist
2025-06-17,Drake,One Dance,Hip-Hop,193,1061,album
2025-06-18,Jorja Smith,On My Mind,R&B,304,424,album
2025-06-18,The Weeknd,Blinding Lights,Pop,238,735,playlist
2025-06-19,Harry Styles,Watermelon Sugar,Pop,264,1019,liked
2025-06-19,The Weeknd,Starboy,Pop,210,1149,playlist
2025-06-19,Taylor Swift,Shake It Off,Pop,256,382,search
2025-06-19,HER,Focus,R&B,301,599,playlist
2025-06-19,J. Cole,Middle Child,Hip-Hop,237,493,radio
2025-06-20,Taylor Swift,Anti-Hero,Pop,165,589,radio
2025-06-20,Dua Lipa,Levitating,Pop,186,1511,playlist
2025-06-20,Daft Punk,Get Lucky,Electronic,330,193,search
2025-06-21,Disclosure,White Noise,Electronic,318,174,search
2025-06-21,Harry Styles,Adore You,Pop,182,1341,playlist
2025-06-21,Tyler the Creator,EARFQUAKE,Hip-Hop,173,446,search
2025-06-21,ODESZA,A Moment Apart,Electronic,476,113,search
2025-06-21,Taylor Swift,Shake It Off,Pop,246,1179,search
2025-06-22,Foo Fighters,Everlong,Rock,334,263,playlist
2025-06-22,Dua Lipa,Levitating,Pop,251,1699,radio
2025-06-22,Hilary Hahn,Violin Concerto in D,Classical,605,43,playlist
2025-06-22,Tyler the Creator,See You Again,Hip-Hop,208,1153,playlist
2025-06-23,Steve Lacy,Dark Red,R&B,260,197,radio
2025-06-23,Dua Lipa,Levitating,Pop,217,1245,search
2025-06-23,Yuja Wang,Islamey,Classical,831,73,playlist
2025-06-23,Clairo,Pretty Girl,Indie,303,68,playlist
2025-06-24,Harry Styles,Adore You,Pop,222,864,search
2025-06-24,Bonobo,Kerala,Electronic,420,71,album
2025-06-24,The Weeknd,Save Your Tears,Pop,174,259,playlist
2025-06-24,The Weeknd,Starboy,Pop,222,1806,radio
2025-06-25,Yuja Wang,Rondo Capriccioso,Classical,824,27,playlist
2025-06-25,boy pablo,Dance Baby,Indie,278,85,playlist
2025-06-25,Led Zeppelin,Kashmir,Rock,408,240,search
2025-06-25,Olivia Rodrigo,good 4 u,Pop,246,631,search
2025-06-26,Lang Lang,Hungarian Rhapsody No 2,Classical,626,75,playlist
2025-06-26,Arctic Monkeys,Do I Wanna Know,Rock,282,106,search
2025-06-27,Dua Lipa,New Rules,Pop,253,1767,radio
2025-06-27,J. Cole,No Role Modelz,Hip-Hop,228,911,radio
2025-06-27,Lang Lang,La Campanella,Classical,643,21,search
2025-06-27,Tyler the Creator,EARFQUAKE,Hip-Hop,265,1054,playlist
2025-06-28,Phoebe Bridgers,Kyoto,Indie,319,195,radio
2025-06-28,Dua Lipa,Levitating,Pop,175,410,playlist
2025-06-29,J. Cole,PRIDE is the Devil,Hip-Hop,174,1040,playlist
2025-06-29,Harry Styles,Adore You,Pop,186,1901,playlist
2025-06-30,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,282,1101,radio
2025-06-30,Kendrick Lamar,Money Trees,Hip-Hop,183,689,search
2025-07-01,Harry Styles,Adore You,Pop,227,1599,radio
2025-07-01,Bonobo,No Reason,Electronic,303,307,playlist
2025-07-01,Olivia Rodrigo,drivers license,Pop,208,964,search
2025-07-01,Disclosure,Magnets,Electronic,400,201,playlist
2025-07-01,Yuja Wang,Rondo Capriccioso,Classical,415,75,radio
2025-07-01,Max Richter,November,Classical,690,150,playlist
2025-07-02,HER,Best Part,R&B,265,772,playlist
2025-07-02,SZA,Good Days,Hip-Hop,257,530,playlist
2025-07-02,The Weeknd,Blinding Lights,Pop,238,974,playlist
2025-07-03,Frank Ocean,Thinkin Bout You,R&B,237,791,radio
2025-07-03,Foo Fighters,Everlong,Rock,239,112,playlist
2025-07-03,Foo Fighters,Everlong,Rock,300,337,radio
2025-07-03,Harry Styles,Watermelon Sugar,Pop,232,313,playlist
2025-07-04,Radiohead,No Surprises,Rock,309,339,search
2025-07-05,Arctic Monkeys,505,Rock,281,410,playlist
2025-07-05,Arctic Monkeys,Do I Wanna Know,Rock,376,189,search
2025-07-05,Alfa Mist,Run Outs,Jazz,251,125,playlist
2025-07-06,Daniel Caesar,Get You,R&B,301,439,radio
2025-07-06,Daft Punk,Get Lucky,Electronic,327,397,search
2025-07-07,Nubya Garcia,Source,Jazz,527,122,playlist
2025-07-07,Kendrick Lamar,Money Trees,Hip-Hop,268,1053,playlist
2025-07-07,The Weeknd,Save Your Tears,Pop,249,337,playlist
2025-07-07,The Weeknd,Blinding Lights,Pop,193,1767,search
2025-07-09,Led Zeppelin,Stairway to Heaven,Rock,334,217,radio
2025-07-10,Jorja Smith,Blue Lights,R&B,264,700,radio
2025-07-10,Kendrick Lamar,Money Trees,Hip-Hop,260,345,playlist
2025-07-10,Arctic Monkeys,R U Mine,Rock,399,223,radio
2025-07-10,Daniel Caesar,Best Part,R&B,266,611,album
2025-07-11,Yuja Wang,Rondo Capriccioso,Classical,395,21,search
2025-07-11,Drake,One Dance,Hip-Hop,187,728,search
2025-07-11,Olivia Rodrigo,good 4 u,Pop,174,1170,playlist
2025-07-11,Led Zeppelin,Whole Lotta Love,Rock,231,263,playlist
2025-07-12,Bonobo,Kerala,Electronic,411,329,search
2025-07-12,Foo Fighters,Learn to Fly,Rock,237,413,playlist
2025-07-12,Lang Lang,La Campanella,Classical,653,61,search
2025-07-12,Disclosure,Magnets,Electronic,392,370,playlist
2025-07-13,Bonobo,Bambro Koyo Ganda,Electronic,391,224,playlist
2025-07-13,boy pablo,Everytime,Indie,322,60,radio
2025-07-14,SZA,Good Days,Hip-Hop,238,1355,search
2025-07-14,Led Zeppelin,Stairway to Heaven,Rock,208,373,playlist
2025-07-14,Tyler the Creator,See You Again,Hip-Hop,246,1277,playlist
2025-07-14,Olivia Rodrigo,drivers license,Pop,213,10097,album
2025-07-14,HER,Focus,R&B,214,442,playlist
2025-07-14,Arctic Monkeys,R U Mine,Rock,357,439,radio
2025-07-15,SZA,Kill Bill,Hip-Hop,195,558,album
2025-07-15,HER,Focus,R&B,268,657,album
2025-07-15,The Rolling Stones,Paint It Black,Rock,221,216,liked
2025-07-15,The Weeknd,Blinding Lights,Pop,211,1071,radio
2025-07-15,Olivia Rodrigo,drivers license,Pop,256,1885,search
2025-07-15,Led Zeppelin,Whole Lotta Love,Rock,252,190,radio
2025-07-16,Frank Ocean,Nights,R&B,255,490,liked
2025-07-16,The Rolling Stones,Paint It Black,Rock,256,240,playlist
2025-07-17,Olivia Rodrigo,vampire,Pop,260,714,album
2025-07-17,SZA,Kill Bill,Hip-Hop,256,997,search
2025-07-18,J. Cole,PRIDE is the Devil,Hip-Hop,273,1953,album
2025-07-18,Tame Impala,Feels Like We Only Go Backwards,Indie,267,193,album
2025-07-18,Foo Fighters,The Pretender,Rock,390,234,radio
2025-07-19,Steve Lacy,Mercury,R&B,236,659,search
2025-07-19,Tame Impala,Feels Like We Only Go Backwards,Indie,244,248,radio
2025-07-19,Kendrick Lamar,Money Trees,Hip-Hop,298,1154,search
2025-07-20,Drake,One Dance,Hip-Hop,166,1174,search
2025-07-20,Foo Fighters,Everlong,Rock,244,178,album
2025-07-20,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,293,1355,playlist
2025-07-21,The Weeknd,Blinding Lights,Pop,173,1412,radio
2025-07-21,Bonobo,Bambro Koyo Ganda,Electronic,259,291,album
2025-07-21,Dua Lipa,New Rules,Pop,203,892,playlist
2025-07-22,Arctic Monkeys,R U Mine,Rock,419,241,playlist
2025-07-22,Daniel Caesar,Get You,R&B,200,143,playlist
2025-07-22,Taylor Swift,Shake It Off,Pop,155,646,search
2025-07-22,SZA,Kiss Me More,Hip-Hop,214,1023,album
2025-07-22,Mac DeMarco,Freaking Out the Neighborhood,Indie,301,171,album
2025-07-22,Disclosure,Magnets,Electronic,306,81,playlist
2025-07-23,Hilary Hahn,Partita No 2,Classical,761,91,search
2025-07-24,Olivia Rodrigo,good 4 u,Pop,151,1400,radio
2025-07-25,SZA,Kiss Me More,Hip-Hop,252,225,radio
2025-07-25,Taylor Swift,Shake It Off,Pop,254,1400,playlist
2025-07-25,Dua Lipa,New Rules,Pop,237,468,playlist
2025-07-25,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,283,649,search
2025-07-25,Jorja Smith,Be Honest,R&B,204,194,search
2025-07-25,Jamie xx,Loud Places,Electronic,334,136,playlist
2025-07-26,SZA,Good Days,Hip-Hop,211,159,radio
2025-07-26,Led Zeppelin,Whole Lotta Love,Rock,185,147,search
2025-07-27,Disclosure,Magnets,Electronic,247,396,radio
2025-07-27,Frank Ocean,Pink + White,R&B,257,669,search
2025-07-28,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,285,1125,search
2025-07-28,Arctic Monkeys,Do I Wanna Know,Rock,247,311,album
2025-07-28,Alfa Mist,Run Outs,Jazz,321,34,playlist
2025-07-28,Phoebe Bridgers,Kyoto,Indie,203,201,playlist
2025-07-28,HER,Best Part,R&B,285,603,album
2025-07-29,Foo Fighters,Everlong,Rock,241,466,album
2025-07-29,Taylor Swift,Shake It Off,Pop,238,1216,album
2025-07-29,Kamasi Washington,Street Fighter Mas,Jazz,583,125,liked
2025-07-30,Foo Fighters,Learn to Fly,Rock,349,495,radio
2025-07-30,Olivia Rodrigo,vampire,Pop,226,305,playlist
2025-07-30,Radiohead,Creep,Rock,346,375,search
2025-07-31,Drake,Gods Plan,Hip-Hop,283,516,playlist
2025-07-31,Taylor Swift,Anti-Hero,Pop,241,1129,album
2025-07-31,Daniel Caesar,Peaches,R&B,222,550,playlist
2025-08-01,Drake,Gods Plan,Hip-Hop,267,1001,search
2025-08-01,The Weeknd,Starboy,Pop,257,23049,search
2025-08-01,Dua Lipa,New Rules,Pop,217,1994,search
2025-08-01,Radiohead,No Surprises,Rock,257,124,search
2025-08-02,Dua Lipa,Dont Start Now,Pop,192,839,search
2025-08-02,ODESZA,Line of Sight,Electronic,403,124,playlist
2025-08-03,Dua Lipa,Dont Start Now,Pop,174,1383,radio
2025-08-03,Frank Ocean,Thinkin Bout You,R&B,209,732,radio
2025-08-04,Frank Ocean,Pink + White,R&B,297,470,radio
2025-08-05,Jamie xx,Sleep Sound,Electronic,315,309,playlist
2025-08-05,Daft Punk,Instant Crush,Electronic,279,334,playlist
2025-08-06,SZA,Good Days,Hip-Hop,268,877,radio
2025-08-08,Dua Lipa,Levitating,Pop,181,767,search
2025-08-08,Harry Styles,Watermelon Sugar,Pop,181,919,playlist
2025-08-09,J. Cole,No Role Modelz,Hip-Hop,283,1235,radio
2025-08-11,The Weeknd,Save Your Tears,Pop,267,753,search
2025-08-11,Bonobo,Kerala,Electronic,343,5321,album
2025-08-11,Drake,Hotline Bling,Hip-Hop,266,1324,liked
2025-08-12,The Beatles,Twist and Shout,Rock,155,20812,radio
2025-08-13,Clairo,Sofia,Indie,266,176,playlist
2025-08-14,Foo Fighters,Everlong,Rock,402,449,radio
2025-08-14,Arctic Monkeys,505,Rock,255,147,playlist
2025-08-14,Dua Lipa,Dont Start Now,Pop,214,1614,radio
2025-08-14,Dua Lipa,New Rules,Pop,202,1732,radio
2025-08-15,Jamie xx,Loud Places,Electronic,312,146,search
2025-08-15,Jamie xx,Loud Places,Electronic,280,340,radio
2025-08-15,ODESZA,A Moment Apart,Electronic,309,163,album
2025-08-15,Frank Ocean,Nights,R&B,278,243,search
2025-08-15,Radiohead,Creep,Rock,251,205,radio
2025-08-15,The Beatles,In My Life,Rock,147,33364,search
2025-08-16,Harry Styles,As It Was,Pop,205,471,search
2025-08-16,Arctic Monkeys,Do I Wanna Know,Rock,302,296,playlist
2025-08-16,Steve Lacy,Bad Habit,R&B,210,610,liked
2025-08-16,GoGo Penguin,Raven,Jazz,457,93,radio
2025-08-17,Daniel Caesar,Best Part,R&B,266,319,album
2025-08-18,Jamie xx,Sleep Sound,Electronic,322,385,album
2025-08-19,Olivia Rodrigo,vampire,Pop,193,1449,playlist
2025-08-19,Drake,Gods Plan,Hip-Hop,206,412,radio
2025-08-19,Harry Styles,Adore You,Pop,222,1396,search
2025-08-19,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,287,227,radio
2025-08-19,Mac DeMarco,Freaking Out the Neighborhood,Indie,300,284,playlist
2025-08-21,Arctic Monkeys,505,Rock,383,412,playlist
2025-08-22,Olivia Rodrigo,vampire,Pop,203,1942,radio
2025-08-23,Jamie xx,Gosh,Electronic,369,97,playlist
2025-08-23,Disclosure,Latch,Electronic,385,232,radio
2025-08-24,Dua Lipa,Levitating,Pop,201,248,playlist
2025-08-24,Mac DeMarco,Freaking Out the Neighborhood,Indie,343,269,search
2025-08-24,Dua Lipa,Dont Start Now,Pop,181,951,playlist
2025-08-24,boy pablo,Feeling Lonely,Indie,285,286,album
2025-08-24,Tame Impala,The Less I Know the Better,Indie,259,58,radio
2025-08-26,Daft Punk,Around the World,Electronic,277,101,playlist
2025-08-26,Steve Lacy,Bad Habit,R&B,319,612,playlist
2025-08-27,boy pablo,Everytime,Indie,268,87,liked
2025-08-27,Harry Styles,Adore You,Pop,239,326,radio
2025-08-27,Daft Punk,Instant Crush,Electronic,346,166,search
2025-08-28,boy pablo,Dance Baby,Indie,331,63,search
2025-08-28,Lang Lang,Ballade No 1,Classical,706,96,liked
2025-08-28,Tame Impala,Feels Like We Only Go Backwards,Indie,259,209,radio
2025-08-29,Harry Styles,Watermelon Sugar,Pop,170,1572,playlist
2025-08-29,Phoebe Bridgers,Kyoto,Indie,298,342,radio
2025-08-29,Daniel Caesar,Best Part,R&B,264,603,liked
2025-08-29,Jamie xx,Loud Places,Electronic,444,291,radio
2025-08-29,The Beatles,A Hard Days Night,Rock,154,27054,playlist
2025-08-30,Tame Impala,Feels Like We Only Go Backwards,Indie,323,120,playlist
2025-08-30,Arctic Monkeys,R U Mine,Rock,233,349,radio
2025-08-30,Tame Impala,The Less I Know the Better,Indie,289,246,search
2025-08-31,J. Cole,Middle Child,Hip-Hop,276,1277,playlist
2025-08-31,HER,Focus,R&B,247,582,playlist
2025-08-31,Kendrick Lamar,DNA,Hip-Hop,181,1223,playlist
2025-08-31,Olivia Rodrigo,vampire,Pop,174,1520,playlist
2025-09-01,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,293,717,search
2025-09-01,boy pablo,Everytime,Indie,210,322,playlist
2025-09-01,Drake,Gods Plan,Hip-Hop,298,1273,playlist
2025-09-01,Kendrick Lamar,Money Trees,Hip-Hop,262,967,search
2025-09-01,Alfa Mist,Mulago,Jazz,439,117,search
2025-09-01,Yo-Yo Ma,The Swan,Classical,317,75,album
2025-09-01,The Weeknd,Blinding Lights,Pop,163,1100,playlist
2025-09-01,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,286,264,search
2025-09-03,Steve Lacy,Mercury,R&B,293,210,playlist
2025-09-03,Harry Styles,Watermelon Sugar,Pop,219,449,search
2025-09-03,boy pablo,Dance Baby,Indie,241,154,search
2025-09-03,Tyler the Creator,See You Again,Hip-Hop,192,863,search
2025-09-04,Tame Impala,Feels Like We Only Go Backwards,Indie,238,121,playlist
2025-09-04,Harry Styles,Watermelon Sugar,Pop,212,1376,playlist
2025-09-05,Drake,Gods Plan,Hip-Hop,182,810,playlist
2025-09-05,HER,Focus,R&B,306,352,search
2025-09-05,The Weeknd,Blinding Lights,Pop,154,1419,radio
2025-09-06,ODESZA,Say My Name,Electronic,269,170,playlist
2025-09-06,Foo Fighters,Everlong,Rock,296,190,playlist
2025-09-07,Disclosure,Magnets,Electronic,477,347,radio
2025-09-07,The Weeknd,Save Your Tears,Pop,264,1749,search
2025-09-07,Radiohead,Karma Police,Rock,390,246,search
2025-09-07,The Rolling Stones,Paint It Black,Rock,331,125,album
2025-09-08,Bonobo,Kerala,Electronic,353,249,liked
2025-09-08,Yuja Wang,Piano Concerto No 2,Classical,660,31,playlist
2025-09-08,Dua Lipa,Dont Start Now,Pop,156,1924,album
2025-09-09,The Rolling Stones,Sympathy for the Devil,Rock,292,225,playlist
2025-09-09,SZA,Good Days,Hip-Hop,167,492,radio
2025-09-09,Harry Styles,As It Was,Pop,255,1075,radio
2025-09-09,Clairo,Pretty Girl,Indie,254,54,search
2025-09-09,Phoebe Bridgers,Motion Sickness,Indie,306,111,liked
2025-09-09,The Beatles,Norwegian Wood,Rock,122,19913,search
2025-09-10,Led Zeppelin,Whole Lotta Love,Rock,274,149,radio
2025-09-10,Phoebe Bridgers,I Know the End,Indie,208,289,playlist
2025-09-10,The Rolling Stones,Sympathy for the Devil,Rock,205,118,album
2025-09-10,Jorja Smith,Blue Lights,R&B,180,397,playlist
2025-09-10,SZA,Kill Bill,Hip-Hop,199,204,playlist
2025-09-10,Clairo,Sofia,Indie,315,95,search
2025-09-10,The Beatles,While My Guitar Gently Weeps,Rock,284,17372,search
2025-09-11,Kendrick Lamar,Money Trees,Hip-Hop,299,383,album
2025-09-11,Led Zeppelin,Stairway to Heaven,Rock,253,496,radio
2025-09-12,SZA,Good Days,Hip-Hop,265,566,playlist
2025-09-12,Dua Lipa,Dont Start Now,Pop,175,1902,search
2025-09-13,Kendrick Lamar,Money Trees,Hip-Hop,196,1205,playlist
2025-09-13,Yuja Wang,Piano Concerto No 2,Classical,392,49,album
2025-09-13,Drake,Gods Plan,Hip-Hop,258,274,playlist
2025-09-13,The Rolling Stones,Sympathy for the Devil,Rock,303,301,album
2025-09-15,Olivia Rodrigo,drivers license,Pop,190,967,album
2025-09-15,Harry Styles,As It Was,Pop,178,253,playlist
2025-09-15,Led Zeppelin,Whole Lotta Love,Rock,311,430,playlist
2025-09-15,Disclosure,Latch,Electronic,432,261,search
2025-09-16,Tyler the Creator,EARFQUAKE,Hip-Hop,172,1344,playlist
2025-09-16,Foo Fighters,The Pretender,Rock,213,482,playlist
2025-09-17,Jorja Smith,On My Mind,R&B,184,676,search
2025-09-17,The Rolling Stones,Sympathy for the Devil,Rock,209,230,album
2025-09-18,The Rolling Stones,Paint It Black,Rock,278,103,album
2025-09-18,The Beatles,Get Back,Rock,190,27877,search
2025-09-19,Dua Lipa,New Rules,Pop,252,462,search
2025-09-19,Disclosure,White Noise,Electronic,436,341,playlist
2025-09-19,Olivia Rodrigo,drivers license,Pop,213,450,playlist
2025-09-20,Drake,Hotline Bling,Hip-Hop,238,1294,radio
2025-09-21,ODESZA,Say My Name,Electronic,426,283,radio
2025-09-22,Kamasi Washington,Hub-Tones,Jazz,588,123,playlist
2025-09-22,Max Richter,November,Classical,590,1109,album
2025-09-22,Kamasi Washington,Fists of Fury,Jazz,395,94,radio
2025-09-23,Taylor Swift,Shake It Off,Pop,179,1245,radio
2025-09-23,Led Zeppelin,Whole Lotta Love,Rock,314,277,radio
2025-09-23,Arctic Monkeys,Do I Wanna Know,Rock,234,233,album
2025-09-24,GoGo Penguin,Murmuration,Jazz,491,95,search
2025-09-25,Drake,One Dance,Hip-Hop,220,1122,search
2025-09-25,Arctic Monkeys,Do I Wanna Know,Rock,403,431,playlist
2025-09-25,Jamie xx,Sleep Sound,Electronic,263,188,playlist
2025-09-26,Yo-Yo Ma,Prelude in G Major,Classical,719,58,radio
2025-09-27,SZA,Kiss Me More,Hip-Hop,241,301,radio
2025-09-28,Daft Punk,Instant Crush,Electronic,380,117,album
2025-09-28,HER,Best Part,R&B,219,248,album
2025-09-29,boy pablo,Feeling Lonely,Indie,258,4287,playlist
2025-09-29,The Weeknd,Blinding Lights,Pop,226,1943,playlist
2025-09-29,Dua Lipa,Levitating,Pop,241,405,search
2025-09-29,Alfa Mist,Run Outs,Jazz,597,24,radio
2025-09-29,Olivia Rodrigo,good 4 u,Pop,194,1724,radio
2025-10-01,Robert Glasper,So Beautiful,Jazz,567,117,radio
2025-10-01,The Rolling Stones,Paint It Black,Rock,212,363,radio
2025-10-01,Olivia Rodrigo,drivers license,Pop,256,1213,playlist
2025-10-01,Olivia Rodrigo,vampire,Pop,168,804,playlist
2025-10-01,HER,Best Part,R&B,254,570,radio
2025-10-01,Taylor Swift,Cruel Summer,Pop,208,1222,album
2025-10-02,Kendrick Lamar,HUMBLE,Hip-Hop,250,658,playlist
2025-10-02,Clairo,Pretty Girl,Indie,326,246,radio
2025-10-02,J. Cole,PRIDE is the Devil,Hip-Hop,261,714,radio
2025-10-03,Daniel Caesar,Best Part,R&B,200,796,search
2025-10-03,Dua Lipa,New Rules,Pop,246,656,playlist
2025-10-04,Led Zeppelin,Stairway to Heaven,Rock,360,276,playlist
2025-10-04,Dua Lipa,Levitating,Pop,166,1553,playlist
2025-10-04,Jorja Smith,Blue Lights,R&B,213,777,search
2025-10-04,Dua Lipa,New Rules,Pop,245,1683,liked
2025-10-04,Arctic Monkeys,R U Mine,Rock,297,431,liked
2025-10-04,Robert Glasper,F.T.B.,Jazz,372,47,playlist
2025-10-05,Harry Styles,Watermelon Sugar,Pop,252,489,playlist
2025-10-05,The Weeknd,Save Your Tears,Pop,154,236,liked
2025-10-06,Harry Styles,As It Was,Pop,199,1628,playlist
2025-10-06,Kendrick Lamar,HUMBLE,Hip-Hop,196,5614,radio
2025-10-06,Harry Styles,Watermelon Sugar,Pop,155,956,playlist
2025-10-06,Kendrick Lamar,DNA,Hip-Hop,244,603,playlist
2025-10-06,SZA,Kiss Me More,Hip-Hop,179,925,search
2025-10-06,Disclosure,Magnets,Electronic,422,99,search
2025-10-07,Foo Fighters,Everlong,Rock,239,95,search
2025-10-07,Drake,One Dance,Hip-Hop,179,270,album
2025-10-07,ODESZA,A Moment Apart,Electronic,243,68,playlist
2025-10-08,Drake,Gods Plan,Hip-Hop,172,853,playlist
2025-10-08,GoGo Penguin,Kora,Jazz,568,27,radio
2025-10-09,Foo Fighters,Learn to Fly,Rock,254,187,album
2025-10-09,Taylor Swift,Shake It Off,Pop,157,1195,album
2025-10-10,The Rolling Stones,Paint It Black,Rock,363,238,radio
2025-10-10,Harry Styles,Adore You,Pop,232,1292,playlist
2025-10-10,The Weeknd,Starboy,Pop,196,1539,search
2025-10-11,Dua Lipa,Levitating,Pop,157,345,playlist
2025-10-11,Olivia Rodrigo,vampire,Pop,185,1122,album
2025-10-12,Harry Styles,Adore You,Pop,258,663,search
2025-10-12,J. Cole,PRIDE is the Devil,Hip-Hop,241,930,radio
2025-10-12,Kendrick Lamar,HUMBLE,Hip-Hop,183,333,search
2025-10-13,Olivia Rodrigo,drivers license,Pop,208,741,search
2025-10-13,Phoebe Bridgers,Motion Sickness,Indie,190,310,playlist
2025-10-13,boy pablo,Everytime,Indie,220,55,search
2025-10-13,Led Zeppelin,Kashmir,Rock,341,288,search
2025-10-13,Daniel Caesar,Best Part,R&B,269,289,playlist
2025-10-13,Kamasi Washington,Street Fighter Mas,Jazz,385,146,search
2025-10-14,Clairo,Bags,Indie,240,129,album
2025-10-14,Phoebe Bridgers,I Know the End,Indie,277,316,playlist
2025-10-15,The Weeknd,Save Your Tears,Pop,156,789,album
2025-10-15,Olivia Rodrigo,vampire,Pop,154,1385,playlist
2025-10-15,Bonobo,Bambro Koyo Ganda,Electronic,378,135,liked
2025-10-15,The Beatles,Across the Universe,Rock,229,41798,radio
2025-10-16,Clairo,Bags,Indie,189,208,playlist
2025-10-16,Olivia Rodrigo,vampire,Pop,234,546,liked
2025-10-17,Mac DeMarco,Chamber of Reflection,Indie,210,335,playlist
2025-10-18,Led Zeppelin,Whole Lotta Love,Rock,275,310,search
2025-10-18,Led Zeppelin,Stairway to Heaven,Rock,260,229,album
2025-10-18,Radiohead,Karma Police,Rock,296,475,album
2025-10-19,Clairo,Sofia,Indie,359,289,search
2025-10-19,Disclosure,Magnets,Electronic,396,254,playlist
2025-10-19,Disclosure,Magnets,Electronic,267,345,radio
2025-10-20,Drake,One Dance,Hip-Hop,275,228,search
2025-10-21,Drake,One Dance,Hip-Hop,248,324,playlist
2025-10-22,ODESZA,Say My Name,Electronic,416,161,album
2025-10-22,Foo Fighters,The Pretender,Rock,262,267,playlist
2025-10-23,Taylor Swift,Shake It Off,Pop,218,15581,radio
2025-10-23,ODESZA,Say My Name,Electronic,443,291,album
2025-10-23,ODESZA,Say My Name,Electronic,367,321,album
2025-10-23,Robert Glasper,F.T.B.,Jazz,592,106,radio
2025-10-23,Olivia Rodrigo,vampire,Pop,163,1562,playlist
2025-10-23,Taylor Swift,Cruel Summer,Pop,205,912,search
2025-10-23,Bonobo,Kerala,Electronic,247,136,playlist
2025-10-23,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,299,1177,search
2025-10-23,SZA,Good Days,Hip-Hop,271,1456,album
2025-10-24,Taylor Swift,Anti-Hero,Pop,233,1706,playlist
2025-10-24,Dua Lipa,New Rules,Pop,180,1799,search
2025-10-25,The Weeknd,Save Your Tears,Pop,268,1439,search
2025-10-25,The Rolling Stones,Sympathy for the Devil,Rock,220,393,playlist
2025-10-25,SZA,Good Days,Hip-Hop,263,1124,liked
2025-10-26,J. Cole,Middle Child,Hip-Hop,240,568,playlist
2025-10-26,Foo Fighters,Learn to Fly,Rock,350,210,playlist
2025-10-26,Daniel Caesar,Peaches,R&B,222,775,radio
2025-10-27,Drake,Gods Plan,Hip-Hop,195,891,search
2025-10-27,Tame Impala,Feels Like We Only Go Backwards,Indie,270,244,playlist
2025-10-27,The Rolling Stones,Gimme Shelter,Rock,381,337,radio
2025-10-29,Nubya Garcia,Source,Jazz,286,138,search
2025-10-30,Radiohead,Creep,Rock,189,238,playlist
2025-10-30,Olivia Rodrigo,drivers license,Pop,223,699,search
2025-10-31,SZA,Kill Bill,Hip-Hop,188,817,playlist
